"t_id","feature1","feature2","feature3","feature4","feature5","feature6","feature7","feature8","feature9","feature10","feature11","feature12","feature13","feature14","feature15","feature16","feature17","feature18","feature19","feature20","feature21","sums","kinetic"
663,1,0,3,2,0,1,7,9,3,2,6,2,8,9,0,7,5,2,7,0,4,4.89764521542852,0.129251700680272
10559,7,3,5,8,9,9,4,4,8,0,8,6,2,4,5,6,1,0,9,3,8,7.32903248969966,0.120181405895692
7591,9,10,2,6,7,5,5,4,8,2,8,8,3,7,7,7,5,4,10,8,9,9.70178382656896,0.133786848072562
3978,1,6,3,6,5,6,9,8,2,10,0,4,2,2,9,10,8,7,8,7,1,8.23195886751482,0.106575963718821
8690,8,2,9,10,10,10,1,5,7,9,1,10,9,5,1,2,0,7,3,1,0,8.65821990370948,0.133786848072562
8099,9,1,5,10,4,4,0,5,6,8,1,9,7,7,1,5,9,8,2,1,1,7.06352013787848,0.133786848072562
3640,4,2,10,4,5,4,3,2,5,5,8,3,9,9,3,2,4,6,9,3,8,6.64243011447091,0.147392290249433
6197,3,8,0,4,1,3,0,4,3,8,7,7,4,7,9,2,5,9,7,8,7,7.15762459182171,0.142857142857143
2341,0,0,3,3,2,8,5,10,1,0,6,1,1,1,2,9,0,0,9,1,8,4.84361392510589,0.156462585034014
9948,0,8,1,0,2,1,8,9,0,3,6,0,1,0,7,9,3,0,8,9,7,5.79224292599967,0.165532879818594
8268,0,3,6,5,6,7,6,10,8,9,3,3,8,9,5,9,9,9,3,5,2,8.73886415744856,0.151927437641723
1238,10,0,7,10,10,10,0,3,10,7,0,10,9,9,1,0,6,10,0,0,0,9.58472764240822,0.247165532879819
12393,3,7,1,0,7,8,10,4,4,4,8,4,0,1,4,4,5,3,9,7,9,6.81761835097132,0.151927437641723
10511,3,2,9,6,8,8,2,5,3,3,9,8,9,8,3,2,1,2,9,3,9,7.70927720874778,0.192743764172336
5211,3,0,9,6,8,8,5,1,7,10,0,6,10,9,1,2,10,10,0,0,0,8.38661063991535,0.138321995464853
11335,1,8,5,2,2,4,7,9,1,9,9,2,3,3,8,8,9,5,7,7,6,8.05453149869544,0.129251700680272
493,5,0,9,3,0,0,2,2,0,1,0,3,10,9,1,3,2,0,0,1,0,3.298437478246,0.219954648526077
8545,3,8,7,0,4,4,10,7,6,6,3,0,7,9,8,9,6,4,7,9,5,8.76760635783241,0.129251700680272
8482,6,2,9,9,5,9,4,4,7,4,3,4,3,6,1,5,4,4,5,3,6,5.78039084286046,0.170068027210884
4285,2,7,1,1,7,3,8,2,4,0,4,3,1,2,1,4,1,0,6,6,6,3.51719208612734,0.147392290249433
10262,9,0,2,4,2,5,6,8,3,2,5,4,3,8,2,8,6,6,0,0,5,5.3442218253872,0.138321995464853
2225,1,1,8,6,2,3,5,7,2,3,2,3,7,5,2,6,5,4,5,1,5,4.27926002366099,0.156462585034014
11225,9,2,3,6,9,9,5,2,9,5,2,8,4,5,3,2,8,6,2,3,4,6.72670018545354,0.160997732426304
10038,0,2,0,1,0,1,9,8,1,4,4,0,4,6,1,10,1,3,6,2,4,3.88866013733453,0.156462585034014
1020,2,8,2,7,4,6,5,8,2,9,10,3,1,2,7,8,10,3,10,8,9,9.10963718732568,0.129251700680272
4799,8,7,10,6,8,5,1,1,6,10,4,7,10,6,3,1,10,9,9,4,5,9.59543959564271,0.124716553287982
4577,9,4,0,10,9,8,5,2,8,10,0,9,0,0,1,4,9,10,6,2,2,8.49657666236205,0.138321995464853
7431,4,4,4,5,1,2,4,4,3,1,8,3,3,3,8,4,1,2,7,6,7,4.51982497046416,0.170068027210884
12791,0,5,1,1,0,0,9,10,0,2,9,1,0,0,8,9,3,3,9,5,9,6.45836605995045,0.183673469387755
968,7,7,4,8,3,2,4,4,5,3,9,7,3,4,8,4,1,4,10,8,9,7.49606361363873,0.160997732426304
1524,10,0,2,5,9,7,3,3,9,5,8,8,5,8,4,4,3,4,4,2,6,6.88784138235072,0.124716553287982
749,3,5,7,6,4,5,3,7,2,9,5,4,4,3,6,8,9,5,8,6,6,7.21471884296522,0.142857142857143
2516,6,2,9,7,5,5,1,2,2,9,4,9,9,7,0,0,8,9,4,0,3,6.98369396918023,0.133786848072562
9590,8,9,8,7,9,7,1,0,9,6,5,9,9,9,10,0,5,6,1,9,2,10.6390365514161,0.170068027210884
10004,2,8,6,4,5,3,0,5,2,4,6,4,4,3,5,1,4,3,7,7,7,4.70735231121012,0.142857142857143
1911,6,8,2,2,6,6,6,4,3,4,7,3,4,3,8,6,5,8,7,8,7,6.97435508239383,0.165532879818594
9637,5,5,9,9,8,8,4,6,6,8,2,5,5,5,6,6,7,3,3,6,1,7.49684937041132,0.160997732426304
294,4,0,7,5,0,0,1,2,1,1,1,3,8,8,1,3,1,1,0,0,0,2.48542568793721,0.219954648526077
8526,7,3,2,5,8,8,2,1,9,8,9,2,3,8,8,2,8,9,1,5,6,7.79367924977339,0.170068027210884
4429,5,8,2,1,8,3,9,5,8,9,4,4,6,6,8,7,6,8,9,8,9,9.70328996270399,0.165532879818594
11250,0,8,1,1,0,2,9,10,0,1,5,0,0,2,2,10,2,0,9,5,6,5.07433864142163,0.170068027210884
13284,7,6,4,9,8,10,2,1,8,2,10,7,4,3,8,2,2,4,8,7,8,8.58910469591841,0.151927437641723
8711,8,6,9,10,5,7,1,2,6,6,4,7,9,9,6,3,8,6,6,7,6,9.34065920095188,0.174603174603175
3919,3,7,0,1,5,2,9,10,6,9,1,7,0,2,0,8,8,8,6,2,0,6.52855449725546,0.120181405895692
2930,7,4,6,8,7,6,7,8,8,6,9,8,7,6,4,7,7,5,8,4,9,10.0981918916015,0.206349206349206
2628,8,8,6,7,5,6,5,3,6,2,1,5,5,7,9,3,2,3,0,7,1,5.64225093731867,0.129251700680272
9813,4,9,0,0,0,1,7,9,2,5,8,4,0,1,6,8,4,6,10,7,8,6.91569995744076,0.120181405895692
6050,1,4,1,1,2,0,9,9,3,6,9,1,0,1,7,10,10,4,10,4,10,7.96004494984314,0.151927437641723
7481,2,3,2,0,0,0,7,9,0,6,7,0,1,0,3,9,8,6,6,4,7,5.26058337808466,0.156462585034014
3998,7,7,6,6,4,9,4,4,8,5,1,3,2,5,7,5,7,4,2,8,4,6.37869088894931,0.147392290249433
5659,7,9,9,6,10,7,2,2,8,7,2,6,6,7,9,0,7,7,5,10,4,9.72886699623453,0.160997732426304
10681,7,5,1,0,8,1,9,4,8,1,8,6,3,5,9,8,4,2,7,5,4,6.74789693371553,0.124716553287982
4642,10,6,0,9,10,9,4,4,10,6,2,10,2,6,6,6,4,2,1,4,1,8.13175421933555,0.170068027210884
3007,6,8,7,8,4,6,2,4,3,7,1,5,6,6,6,5,8,4,5,8,3,6.87331914153411,0.156462585034014
591,2,2,6,4,2,5,5,9,5,3,6,5,2,5,3,5,2,5,8,4,8,5.50752992298591,0.206349206349206
11959,10,9,6,9,9,10,6,5,10,6,8,9,6,7,9,6,5,5,10,10,9,13.4115943850283,0.219954648526077
7770,9,9,6,2,7,6,8,4,4,9,7,6,5,8,5,3,9,9,9,6,7,10.5455538556699,0.170068027210884
11467,5,8,8,8,8,7,3,5,6,9,5,6,8,7,3,3,9,7,5,6,4,8.8143785995403,0.165532879818594
10664,3,10,4,4,1,2,7,7,1,1,3,2,3,5,7,9,3,2,7,9,6,6.12008639146821,0.138321995464853
10481,1,4,2,1,0,2,7,8,1,1,6,0,2,1,6,9,3,2,7,5,7,4.20208597510916,0.142857142857143
6666,0,9,3,2,2,3,7,9,0,5,8,1,1,0,6,9,8,3,10,8,9,7.54737098347311,0.124716553287982
3633,7,0,7,5,1,2,5,4,4,7,2,5,8,7,0,4,7,7,1,0,2,4.9978893688814,0.174603174603175
10698,6,3,7,2,6,4,6,2,5,4,5,6,7,9,3,3,4,4,5,3,5,5.35696064023624,0.165532879818594
2894,6,7,8,7,5,9,7,8,5,7,3,6,6,3,8,10,7,7,6,7,4,9.84701739242805,0.192743764172336
8926,3,6,2,3,7,5,8,5,7,10,5,4,4,6,3,7,9,10,9,4,8,8.37418411764989,0.120181405895692
13353,4,3,9,9,4,10,2,7,4,5,5,6,8,4,6,9,5,5,7,4,6,8.02276658686228,0.151927437641723
8365,1,6,4,2,1,3,6,8,2,1,3,1,3,1,6,8,2,1,6,7,6,4.18680085474193,0.192743764172336
10772,7,7,9,6,7,5,2,3,8,9,4,7,7,8,8,2,9,7,5,8,7,10.114089642892,0.192743764172336
2456,1,3,4,7,5,7,4,10,2,2,5,1,1,0,5,8,6,1,8,3,7,5.44906634369198,0.120181405895692
8739,9,10,9,9,2,4,1,1,1,1,7,8,9,9,9,1,2,3,7,10,7,9.50605850817782,0.183673469387755
10230,1,7,4,0,5,3,10,10,4,1,10,0,4,4,8,10,2,5,9,6,9,8.21270622582132,0.120181405895692
9542,2,8,4,3,2,3,3,4,2,4,9,1,4,4,4,7,6,2,8,7,9,5.7086007861882,0.170068027210884
8097,10,9,0,7,10,10,2,0,10,0,4,10,0,0,9,1,1,0,6,10,7,9.07748684051999,0.197278911564626
7276,0,6,3,1,0,1,10,10,1,3,8,0,2,1,6,10,3,4,7,6,7,6.00221691507252,0.133786848072562
6978,0,9,5,2,0,4,4,3,0,0,8,0,1,1,7,3,0,0,9,9,9,5.27608241364549,0.183673469387755
2138,1,8,3,2,3,4,8,8,0,4,7,3,3,3,8,5,6,1,9,8,8,6.51304151193113,0.170068027210884
4095,9,0,9,10,2,1,1,3,4,8,3,8,8,8,1,1,6,4,5,2,5,6.47567891510038,0.124716553287982
5654,7,2,1,5,2,3,5,8,2,9,1,6,1,1,2,9,5,7,4,1,1,4.68921167965649,0.165532879818594
6613,1,7,6,2,4,5,8,6,1,7,8,1,6,5,7,7,8,5,9,7,8,7.73975682502611,0.160997732426304
7248,4,5,4,2,4,3,3,1,6,5,7,2,3,6,7,3,4,7,6,6,8,5.22282189831202,0.151927437641723
9666,10,6,6,8,9,8,4,5,10,7,10,8,6,7,6,6,3,6,10,7,10,11.6120589077284,0.188208616780045
637,6,5,7,4,9,7,5,1,8,9,3,7,8,6,2,1,8,8,3,2,2,7.32511971576694,0.124716553287982
7896,6,4,2,0,9,5,8,1,9,0,8,6,4,4,9,3,1,0,3,4,3,5.71343756519114,0.129251700680272
12342,6,1,6,8,3,6,6,8,4,10,3,8,2,6,0,6,9,10,3,1,4,7.34915173700341,0.156462585034014
10579,2,8,4,1,2,2,7,7,1,2,9,3,3,1,6,7,7,1,9,5,8,5.88194982241891,0.142857142857143
11913,6,3,8,7,3,5,2,4,4,9,5,5,6,6,3,7,10,8,7,6,6,7.73218199604492,0.142857142857143
9242,6,5,8,7,9,9,2,3,10,5,0,6,9,8,5,4,6,5,3,5,2,7.87485479637977,0.133786848072562
10811,5,5,2,5,8,9,8,6,6,10,3,7,4,2,4,3,7,9,6,6,4,7.66972713619891,0.124716553287982
1504,0,9,4,1,1,1,8,8,1,2,8,0,4,1,7,8,0,1,8,9,6,6.18278279817652,0.183673469387755
254,7,1,5,9,7,7,4,1,6,9,3,8,6,5,3,1,8,6,2,0,1,6.04155259624547,0.120181405895692
5202,2,7,5,5,4,3,10,8,3,5,10,2,3,3,5,8,5,5,9,7,10,8.19585924395361,0.170068027210884
978,4,3,7,2,1,2,3,4,1,4,8,2,6,6,5,8,5,3,6,3,7,4.71331765146047,0.133786848072562
12181,5,7,0,3,8,2,10,5,8,8,5,6,4,6,2,6,3,8,9,4,8,8.13401819211568,0.133786848072562
2195,6,3,8,5,7,6,3,4,8,6,3,6,6,9,5,1,3,9,1,4,3,6.32445582182177,0.160997732426304
9919,1,7,1,0,1,1,10,9,1,1,7,0,0,3,8,10,0,3,8,6,9,6.57304923821633,0.165532879818594
10671,3,7,5,3,2,2,7,4,2,1,6,3,3,2,8,6,2,6,8,9,7,5.28445972873618,0.151927437641723
5393,1,4,1,5,3,4,8,8,2,7,2,1,1,1,3,9,8,5,5,3,5,5.02075955531624,0.156462585034014
4883,5,4,7,9,9,9,4,6,7,10,0,9,8,5,6,3,9,7,3,7,1,9.27102091119887,0.138321995464853
9051,6,1,10,5,9,10,1,2,9,3,1,6,8,7,4,2,0,4,2,2,1,6.27016008119267,0.120181405895692
6559,10,1,4,7,9,8,4,1,9,7,3,7,4,6,1,3,5,9,4,1,1,7.01283945564786,0.151927437641723
589,0,3,2,2,1,4,8,10,4,2,9,1,5,8,2,9,3,5,9,1,8,6.56505319463204,0.129251700680272
4465,2,0,7,1,7,4,8,3,8,8,2,1,9,8,0,3,6,6,2,0,3,5.65674831088339,0.129251700680272
10582,3,7,0,4,5,4,9,3,4,3,9,4,0,0,3,5,4,3,9,7,8,5.78032043754087,0.174603174603175
6160,1,8,3,0,6,2,9,8,4,5,6,3,3,3,10,6,5,3,5,8,5,6.30442547436112,0.147392290249433
7313,6,4,4,5,2,1,7,3,4,3,6,6,4,8,3,3,2,8,4,3,8,5.08891894429815,0.170068027210884
13271,10,8,7,10,9,9,4,3,5,3,8,9,9,4,7,2,2,5,7,7,7,10.0509061062263,0.147392290249433
2292,7,9,7,3,9,6,7,4,7,6,8,4,9,7,9,8,6,3,10,8,9,10.9556763276524,0.174603174603175
3223,3,8,9,10,2,9,0,8,5,3,10,4,2,4,9,7,10,5,7,6,4,9.32280535925362,0.111111111111111
10224,8,0,4,6,5,5,6,4,8,9,5,6,5,5,1,8,8,8,0,1,5,6.83944266919855,0.188208616780045
10948,2,1,7,2,1,0,4,7,1,3,1,3,7,5,0,4,1,2,1,1,1,2.29848317903194,0.215419501133787
4648,1,6,5,2,1,2,6,8,1,2,9,2,2,1,5,8,1,2,9,7,9,5.81866388944539,0.188208616780045
5610,6,5,7,9,4,3,0,5,3,8,4,9,10,7,8,1,6,5,5,7,4,8.1513861393601,0.120181405895692
7449,6,3,4,6,6,3,7,9,6,9,10,4,3,7,5,9,7,9,10,6,9,9.89127470999855,0.174603174603175
12157,2,1,7,4,7,7,1,5,2,6,1,4,6,5,0,1,7,2,4,1,1,3.83121432396855,0.179138321995465
12044,8,2,0,4,6,7,6,5,5,8,4,4,2,6,3,6,10,9,5,3,4,6.52013758610232,0.129251700680272
11327,1,5,4,1,3,1,8,8,3,2,5,1,9,8,6,6,0,2,6,6,4,5.32587532422728,0.133786848072562
3988,7,7,7,4,6,8,7,5,7,1,3,4,8,7,7,8,0,4,3,7,3,7.13338243575643,0.215419501133787
5379,7,2,4,4,6,7,2,1,8,4,7,3,4,8,5,1,4,6,1,3,7,5.37515822256356,0.151927437641723
8705,1,7,10,0,3,7,8,10,6,5,7,1,5,8,4,8,3,7,9,7,9,9.24815593965816,0.129251700680272
6956,6,2,5,6,5,6,8,7,6,6,5,5,6,6,1,8,8,6,3,3,3,6.38499390518699,0.229024943310658
3193,3,5,4,5,5,5,4,6,2,7,6,5,3,3,1,6,5,3,10,3,7,5.50960021714093,0.183673469387755
9409,10,2,10,9,8,10,0,0,8,1,3,10,10,9,3,0,1,2,0,0,1,7.84383067747278,0.170068027210884
6401,6,5,4,3,7,5,6,7,7,5,4,6,6,5,4,5,3,2,4,4,4,5.22625334799172,0.206349206349206
8373,9,9,8,7,9,8,1,1,9,8,9,8,8,8,9,0,8,7,8,9,8,12.2945218582817,0.315192743764172
8463,2,6,2,1,2,3,10,9,3,3,9,2,2,7,8,9,5,7,6,6,9,7.45129735064956,0.151927437641723
2651,6,9,4,4,7,4,6,7,7,6,5,6,7,6,9,5,4,4,7,8,4,8.03657542347951,0.215419501133787
1396,3,5,6,7,2,8,5,9,5,3,5,4,2,4,4,7,5,7,5,3,5,5.64287434335417,0.188208616780045
1744,6,0,4,3,5,6,1,4,3,3,1,3,4,2,0,6,2,3,0,1,1,2.37271059090257,0.165532879818594
9857,0,2,6,2,0,2,3,9,1,7,5,2,7,9,3,8,8,9,7,3,7,6.86025472724289,0.138321995464853
5767,5,10,9,5,8,9,5,9,10,6,6,8,6,8,9,5,6,8,7,10,7,12.2030669001597,0.174603174603175
6145,7,6,0,4,8,2,1,1,8,9,8,7,1,2,3,1,6,10,9,5,8,7.38274233594406,0.120181405895692
9675,10,5,4,9,7,4,1,1,8,7,2,9,8,8,3,0,7,7,1,6,2,7.58226749380651,0.115646258503401
2451,0,2,5,0,4,3,9,9,1,0,3,0,6,6,1,6,1,0,3,1,1,3.60563076222049,0.170068027210884
7137,1,8,1,3,1,1,9,10,4,4,7,3,0,1,9,8,4,5,8,9,10,7.70427599814005,0.142857142857143
6499,3,6,6,3,7,9,9,10,5,9,4,6,6,10,9,7,9,9,2,8,3,10.4140044654496,0.165532879818594
6285,8,9,2,4,7,8,5,3,5,9,2,5,1,3,8,7,8,9,5,9,3,8.1334618653382,0.151927437641723
13386,1,6,0,2,1,2,10,9,4,3,9,1,2,1,7,8,6,4,7,7,8,6.64169836887637,0.120181405895692
355,7,8,4,9,8,10,1,1,6,5,10,9,3,2,9,2,8,5,9,10,10,10.7663564563951,0.129251700680272
2130,6,8,5,0,5,3,8,2,3,2,9,2,4,2,9,4,1,2,9,8,8,6.66008691887477,0.147392290249433
12025,8,8,5,4,1,2,6,7,1,3,7,4,5,4,9,6,3,7,8,9,9,7.64659318474535,0.120181405895692
5857,5,3,8,8,4,2,4,1,3,9,0,4,5,7,1,2,7,9,1,3,2,5.15508756799033,0.120181405895692
7190,9,1,5,2,5,5,8,4,7,1,6,7,7,9,4,8,2,0,2,3,5,6.07855030876479,0.120181405895692
5802,4,8,2,0,1,1,7,2,0,0,5,2,6,9,6,6,1,1,9,8,7,5.55941587521027,0.129251700680272
2619,9,6,7,10,7,9,1,2,8,7,2,9,8,8,5,3,9,7,2,5,4,9.38855372607955,0.133786848072562
7037,1,9,2,2,3,4,5,8,1,0,7,2,2,1,8,7,1,0,8,7,5,5.06947958325223,0.138321995464853
9623,6,7,1,0,7,4,9,5,6,1,9,5,1,2,6,5,0,1,6,6,7,5.76572612505936,0.156462585034014
6175,8,2,6,7,5,3,4,2,5,6,2,7,5,8,1,4,7,5,1,1,2,5.08039703433499,0.142857142857143
2646,7,8,8,10,7,7,1,4,6,1,4,8,6,6,7,3,0,2,7,7,4,7.68209884218316,0.160997732426304
1776,8,8,8,8,6,7,1,1,5,1,10,8,7,7,9,2,3,2,10,8,9,9.80058544716769,0.156462585034014
2778,0,2,1,1,1,1,9,10,2,5,8,1,6,9,1,9,5,8,5,1,5,6.26429954583769,0.192743764172336
1177,4,5,7,7,6,4,1,2,6,8,6,6,7,7,8,2,9,9,8,6,7,8.417356557406,0.165532879818594
2063,4,6,1,3,7,3,9,8,8,8,4,2,0,1,2,9,5,10,5,6,8,7.42828645851725,0.106575963718821
12940,2,1,7,9,1,3,0,5,1,0,0,5,5,3,1,4,0,0,0,1,0,2.3577930607657,0.206349206349206
12757,4,6,8,5,8,8,6,5,7,3,0,5,6,7,8,7,6,5,3,7,1,7.43913340956377,0.160997732426304
10979,5,5,5,3,7,8,10,10,7,9,4,6,6,10,5,7,9,10,4,5,7,10.4757673682934,0.160997732426304
12544,8,3,1,10,3,2,0,1,5,3,10,8,1,0,4,3,5,6,10,3,9,6.34248046195807,0.133786848072562
536,6,5,6,9,3,4,3,7,5,3,7,8,2,5,5,3,3,4,7,6,7,6.65838123600503,0.165532879818594
4093,2,4,1,1,6,1,9,3,2,9,10,3,3,3,1,5,6,5,9,1,9,6.0310813365444,0.160997732426304
11988,2,4,3,1,2,1,8,8,4,4,6,1,1,1,6,8,6,6,5,5,4,4.55965819779474,0.170068027210884
7964,4,6,8,6,5,8,6,9,7,3,8,8,5,8,7,6,2,5,9,6,9,9.27620778513146,0.170068027210884
88,6,1,8,9,5,6,0,3,4,5,3,7,7,5,1,2,7,3,2,0,1,4.99918620985321,0.115646258503401
12630,9,10,9,9,8,8,5,5,8,6,4,8,8,6,9,7,8,5,4,10,3,11.1946880640701,0.170068027210884
13377,9,8,7,10,10,10,1,1,10,9,1,10,9,9,6,1,9,8,1,8,1,11.876559787348,0.219954648526077
7302,8,1,1,6,3,3,1,0,6,6,8,5,0,5,5,1,5,8,2,3,7,4.99231813540377,0.147392290249433
6494,7,3,7,10,8,9,4,2,7,5,1,6,3,3,10,4,2,4,3,5,2,6.62046624800813,0.124716553287982
5388,2,10,4,9,7,8,4,7,2,4,7,6,5,4,8,4,2,2,7,9,7,7.98168920190686,0.174603174603175
1469,4,1,4,6,3,3,6,5,2,5,2,4,3,3,2,7,8,5,2,0,1,3.6219993028279,0.138321995464853
6592,2,7,6,3,4,4,7,7,1,8,5,2,7,5,9,7,8,4,5,9,5,7.3462713066962,0.147392290249433
3251,9,4,7,10,7,6,1,1,8,9,5,9,8,6,3,0,6,9,1,2,2,8.19154593670401,0.115646258503401
7542,6,3,8,7,8,9,5,6,8,7,3,5,8,8,2,7,8,7,3,3,4,8.68798047133143,0.179138321995465
3266,5,5,5,8,8,6,4,6,7,5,6,8,10,8,8,5,6,6,3,6,3,8.46963724205073,0.210884353741497
11400,4,3,9,5,9,5,8,7,8,8,4,7,8,8,6,8,5,6,2,1,1,8.24983308604765,0.151927437641723
12868,6,10,9,10,9,7,3,3,8,4,1,8,10,9,8,4,7,5,4,10,0,10.5619195119874,0.124716553287982
12420,3,3,2,2,2,3,7,8,0,3,4,1,2,3,7,5,3,2,1,4,4,3.04535578361819,0.183673469387755
1856,6,8,1,7,5,2,7,6,6,2,9,6,5,3,7,5,1,4,8,9,9,7.84059212390977,0.129251700680272
5961,5,1,10,4,0,1,2,3,1,0,0,3,8,8,1,3,1,0,2,1,2,2.89148401902571,0.174603174603175
7015,9,3,7,10,7,5,2,2,5,2,0,9,9,7,1,1,0,4,2,0,1,6.10627404802675,0.133786848072562
12402,5,6,8,3,9,4,3,4,9,9,7,6,8,8,2,5,7,9,8,4,8,9.23990219002064,0.151927437641723
8402,3,8,1,0,4,0,9,7,2,3,9,4,6,6,9,6,1,2,8,7,8,7.07888666393393,0.115646258503401
13348,2,8,5,9,4,2,2,7,3,3,7,5,3,1,7,5,2,2,9,7,7,5.95112535764596,0.170068027210884
10064,9,1,7,9,10,9,4,2,9,10,1,9,7,7,0,3,9,9,2,0,0,9.56203655158361,0.183673469387755
11093,0,2,8,3,6,9,5,10,9,7,4,2,8,9,2,8,9,9,3,3,5,8.76692365343318,0.138321995464853
3417,2,10,8,6,7,6,4,7,5,8,2,5,7,6,9,5,9,4,6,9,4,8.82047357130267,0.138321995464853
13272,9,3,7,9,8,9,2,5,8,8,6,9,4,7,2,3,10,8,5,4,7,9.50432945810831,0.133786848072562
12921,2,8,2,2,2,5,5,3,2,5,5,2,2,1,2,3,8,5,5,6,5,3.69488362975187,0.27891156462585
1239,3,3,7,4,3,2,3,6,3,7,4,3,5,5,6,7,7,7,4,4,3,5.0049925671232,0.224489795918367
6335,6,7,1,5,4,0,5,3,5,9,9,2,0,2,5,5,9,6,7,6,7,6.51491861933904,0.142857142857143
11728,2,1,3,6,5,5,3,6,2,8,3,5,3,3,2,5,8,5,6,0,0,4.25852027579739,0.174603174603175
12818,3,2,2,7,9,8,2,5,4,8,0,8,4,3,0,1,6,4,6,0,1,5.11374469573998,0.115646258503401
7754,7,2,4,5,8,5,6,2,8,5,3,5,7,8,3,3,4,7,1,2,3,5.68426757275935,0.147392290249433
420,2,8,5,4,4,5,5,8,3,9,7,3,4,4,8,8,9,4,9,8,9,8.72707854244545,0.183673469387755
13259,3,6,7,4,6,6,2,2,4,3,8,5,6,7,5,3,4,3,6,6,8,5.7964496502217,0.174603174603175
5953,3,1,4,1,3,2,7,7,1,1,3,2,5,5,0,8,1,1,6,1,4,3.22743125486244,0.174603174603175
10866,4,5,4,3,1,1,5,3,0,1,0,2,3,2,3,5,1,1,7,3,3,2.20646491976623,0.188208616780045
8010,8,0,9,6,1,5,0,8,0,0,0,5,9,10,2,6,4,0,0,0,1,5.18703686061176,0.197278911564626
509,2,2,7,4,1,1,6,7,1,0,8,4,8,8,4,5,1,1,5,3,6,4.67002435164139,0.138321995464853
10311,8,9,5,9,2,2,3,5,2,1,5,8,5,6,9,1,2,4,3,9,6,6.6639752215029,0.147392290249433
8368,7,4,4,7,8,8,2,3,8,6,4,6,3,3,5,3,7,7,2,6,3,6.29293968532847,0.165532879818594
11697,7,2,6,1,7,8,8,2,7,6,3,5,8,8,4,2,7,4,0,6,1,6.19895002974577,0.138321995464853
112,1,4,0,0,2,3,10,9,3,3,7,2,3,1,7,8,4,4,6,5,7,5.35587765498765,0.115646258503401
4760,8,6,6,6,7,5,6,2,7,9,0,7,6,5,2,3,7,6,4,2,2,6.60372391957225,0.174603174603175
1313,1,3,9,5,2,2,9,8,1,1,2,2,7,5,1,9,1,0,8,3,2,4.94150383633399,0.165532879818594
6490,5,3,1,1,1,1,10,9,3,1,1,1,0,5,5,10,3,5,5,7,4,4.94174420423903,0.206349206349206
2486,6,8,6,5,0,0,5,1,2,9,8,7,8,7,7,1,8,9,6,8,6,8.28561969068182,0.151927437641723
7525,1,3,4,1,1,1,10,9,1,8,7,2,6,5,5,9,6,7,7,4,6,6.80058811766822,0.133786848072562
8536,0,3,5,2,2,2,3,10,3,8,6,2,3,9,3,4,7,8,5,5,7,6.19608498441975,0.142857142857143
3680,3,9,7,7,2,8,1,4,6,1,8,8,4,7,7,3,5,1,8,9,8,8.07251420071643,0.147392290249433
1046,4,2,5,2,3,4,7,5,5,5,3,2,3,3,3,8,5,4,3,3,4,3.9570365548766,0.229024943310658
12247,6,3,6,6,4,6,2,3,6,0,2,5,8,7,1,3,1,0,1,3,2,3.98256224529501,0.151927437641723
4544,2,8,1,3,5,4,0,5,0,2,9,4,1,1,6,2,2,2,10,8,9,5.42213192928841,0.129251700680272
10335,0,5,4,1,4,4,10,9,1,2,10,0,4,3,6,10,3,3,9,6,9,7.40232547961333,0.129251700680272
13155,4,6,2,7,2,9,6,9,5,9,4,8,1,2,5,7,9,9,8,6,6,8.59171032745224,0.151927437641723
8246,1,5,2,6,3,3,5,6,3,1,5,3,6,5,7,8,2,2,5,9,7,5.28404037559794,0.156462585034014
11536,2,5,8,7,7,8,8,9,6,9,9,3,1,1,4,10,5,9,8,5,9,9.94766887702198,0.142857142857143
8827,6,8,7,6,6,7,6,5,7,4,6,4,5,8,8,7,5,5,6,9,7,8.71265917440875,0.206349206349206
12481,6,3,1,6,7,7,7,4,7,1,8,6,0,2,7,6,0,3,4,7,7,5.94628643834152,0.188208616780045
10658,3,8,5,3,0,2,4,2,0,1,0,2,3,2,7,5,1,2,5,6,3,3.04947022607584,0.151927437641723
7803,8,6,9,6,2,2,2,2,5,2,10,5,6,7,6,3,2,2,9,6,9,6.89116631266513,0.206349206349206
3362,5,0,5,4,3,2,2,1,2,1,6,6,7,8,3,2,1,2,4,1,5,3.19078094079792,0.147392290249433
10066,6,5,10,4,3,2,6,4,3,4,1,6,6,6,9,7,4,7,3,9,1,6.36133275050518,0.147392290249433
8911,5,1,5,1,3,1,9,6,4,7,9,4,5,8,0,7,7,6,8,1,9,7.12133996714589,0.129251700680272
7282,4,8,0,6,6,9,8,9,5,7,4,4,1,1,2,9,8,6,8,5,3,7.60814440141601,0.124716553287982
10306,10,2,9,9,10,9,3,3,10,10,5,9,10,9,4,3,9,10,5,0,2,11.6661037916958,0.206349206349206
6702,6,1,7,1,2,1,4,6,0,3,1,2,9,10,1,8,1,0,0,0,2,4.09473179984388,0.160997732426304
11433,6,7,1,7,6,5,2,2,6,4,9,6,1,2,7,3,5,4,5,8,7,6.13054078846251,0.138321995464853
1440,7,2,8,9,10,9,4,5,9,10,1,9,9,8,1,3,10,8,1,1,0,9.89237068665913,0.147392290249433
8000,4,3,8,8,10,9,2,2,7,8,2,9,9,6,2,3,8,4,3,1,3,7.59530520478508,0.147392290249433
4879,6,6,9,9,9,6,3,4,6,4,1,9,10,9,2,5,5,4,8,1,1,8.45831030164,0.151927437641723
